#string_protein_id	preferred_name	protein_size	annotation
1280.SAXN108_2498	rplD	202	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome
1280.SAXN108_2499	rplC	220	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit
1280.SAXN108_2500	AID40941.1	102	annotation not available
1280.SAXN108_2501	AID40942.1	129	annotation not available
1280.SAXN108_2502	AID40943.1	444	annotation not available
1280.SAXN108_2503	topB	711	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in t [...] 
1280.SAXN108_2504	AID40945.1	295	annotation not available
1280.SAXN108_2505	SAXN108_2505	287	annotation not available
1280.SAXN108_2506	AID40947.1	43	annotation not available
1280.SAXN108_2507	AID40948.1	308	annotation not available
1280.SAXN108_2508	AID40949.1	54	annotation not available
1280.SAXN108_2509	AID40950.1	105	annotation not available
1280.SAXN108_2510	AID40951.1	1055	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family
1280.SAXN108_2511	femX	421	Catalyzes the incorporation of the first glycine of the pentaglycine interpeptide bridge, which is characteristic of the S.aureus peptidoglycan. This glycine is added to the epsilon-amino group of the L-lysine of the membrane-bound lipid II intermediate (GlcNAc-(beta-1,4)-N-acetylmuramic acid(-L-Ala-D-iGln-L-Lys-D-Ala-D- Ala)-pyrophosphoryl-undecaprenol), using glycyl-tRNA(Gly) as donor, in a ribosome-independent mechanism. Involved in methicillin resistance. 
1280.SAXN108_2512	AID40953.1	39	annotation not available
1280.SAXN108_2513	AID40954.1	254	annotation not available
1280.SAXN108_2514	AID40955.1	146	annotation not available
1280.SAXN108_2515	AID40956.1	403	annotation not available
1280.SAXN108_2516	sarV	116	Part of the pathway by which MgrA and SarA control autolysis. Involved in regulation of virulence and autolysis genes such as hla, splA, aur, scp, lrgB, scdA and atl. May also act as an activator for the expression of regulatory genes agr, lytSR and ArlRS. 
1280.SAXN108_2517	moaA	340	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate
1280.SAXN108_2518	mobA	199	Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo-MPT) cofactor (Moco or molybdenum cofactor) to form Mo-molybdopterin guanine dinucleotide (Mo-MGD) cofactor
1280.SAXN108_2519	SAXN108_2519	77	annotation not available
1280.SAXN108_2520	AID40961.1	148	annotation not available
1280.SAXN108_2521	SAXN108_2521	161	annotation not available
1280.SAXN108_2522	SAXN108_2522	419	Catalyzes the insertion of molybdate into adenylated molybdopterin with the concomitant release of AMP. 
1280.SAXN108_2523	moaC	164	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)
1280.SAXN108_2524	SAXN108_2524	168	May be involved in the biosynthesis of molybdopterin. 
1280.SAXN108_2525	SAXN108_2525	334	annotation not available
1280.SAXN108_2526	SAXN108_2526	201	annotation not available
1280.SAXN108_2527	SAXN108_2527	223	Part of the binding-protein-dependent transport system for molybdenum; probably responsible for the translocation of the substrate across the membrane
1280.SAXN108_2528	SAXN108_2528	260	annotation not available
1280.SAXN108_2529	fdhD	265	Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH. 
1280.SAXN108_2530	AID40971.1	256	annotation not available
1280.SAXN108_2531	AID40972.1	184	annotation not available
1280.SAXN108_2532	AID40973.1	313	annotation not available
1280.SAXN108_2533	AID40974.1	302	annotation not available
1280.SAXN108_2534	AID40975.1	384	annotation not available
1280.SAXN108_2535	AID40976.1	301	annotation not available
1280.SAXN108_2536	ureA	100	Belongs to the urease gamma subunit family. 
1280.SAXN108_2537	ureB	136	Belongs to the urease beta subunit family. 
1280.SAXN108_2538	ureC	571	Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family
1280.SAXN108_2539	ureE	150	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly. 
1280.SAXN108_2540	ureF	229	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter
1280.SAXN108_2541	ureG	204	Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG
1280.SAXN108_2542	ureD	278	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter
1280.SAXN108_2543	sarR	115	Negative regulator of sarA transcription at late exponential and stationary growth phases. It contributes to the modulation of target genes downstream of the sarA regulatory cascade. Also, positively regulates expression of primary transcripts RNAII and RNAIII generated by agr (virulence accessory gene regulator) locus. 
1280.SAXN108_2544	AID40985.1	108	annotation not available
1280.SAXN108_2545	AID40986.1	247	annotation not available
1280.SAXN108_2546	AID40987.1	651	annotation not available
1280.SAXN108_2547	ssaA2	267	Not known; immunogenic protein
1280.SAXN108_2548	AID40989.1	466	annotation not available
1280.SAXN108_2549	AID40990.1	360	annotation not available
1280.SAXN108_2550	AID40991.1	140	annotation not available
1280.SAXN108_2551	AID40992.1	166	annotation not available
1280.SAXN108_2552	AID40993.1	317	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1280.SAXN108_2553	AID40994.1	374	annotation not available
1280.SAXN108_2554	AID40995.1	258	annotation not available
1280.SAXN108_2555	AID40996.1	77	annotation not available
1280.SAXN108_2556	AID40997.1	157	annotation not available
1280.SAXN108_2557	SAXN108_2557	984	In the C-terminal section; belongs to the prokaryotic molybdopterin-containing oxidoreductase family
1280.SAXN108_2558	AID40999.1	315	annotation not available
1280.SAXN108_2559	AID41000.1	265	annotation not available
1280.SAXN108_2560	AID41001.1	230	annotation not available
1280.SAXN108_2561	AID41002.1	245	annotation not available
1280.SAXN108_2562	AID41003.1	109	annotation not available
1280.SAXN108_2563	AID41004.1	290	annotation not available
1280.SAXN108_2564	AID41005.1	459	annotation not available
1280.SAXN108_2565	AID41006.1	118	annotation not available
1280.SAXN108_2566	AID41007.1	61	annotation not available
1280.SAXN108_2567	AID41008.1	62	annotation not available
1280.SAXN108_2568	AID41009.1	211	annotation not available
1280.SAXN108_2569	AID41010.1	289	annotation not available
1280.SAXN108_2570	AID41011.1	176	annotation not available
1280.SAXN108_2571	SAXN108_2571	534	annotation not available
1280.SAXN108_2572	AID41013.1	254	annotation not available
1280.SAXN108_2573	AID41014.1	168	annotation not available
1280.SAXN108_2574	AID41015.1	54	annotation not available
1280.SAXN108_2575	AID41016.1	437	annotation not available
1280.SAXN108_2576	AID41017.1	189	annotation not available
1280.SAXN108_2577	AID41018.1	293	annotation not available
1280.SAXN108_2578	AID41019.1	373	annotation not available
1280.SAXN108_2579	hutI	412	Belongs to the metallo-dependent hydrolases superfamily. HutI family
1280.SAXN108_2580	hutU	553	Catalyzes the conversion of urocanate to 4-imidazolone-5- propionate
1280.SAXN108_2581	AID41022.1	294	Belongs to the LysR transcriptional regulatory family. 
1280.SAXN108_2582	fosB	108	Metallothiol transferase which confers resistance to fosfomycin by catalyzing the addition of a thiol cofactor to fosfomycin. L-cysteine is probably the physiological thiol donor. 
1280.SAXN108_2583	hutG	311	Catalyzes the conversion of N-formimidoyl-L-glutamate to L- glutamate and formamide
1280.SAXN108_2584	AID41025.1	113	annotation not available
1280.SAXN108_2585	lyrA	290	Belongs to the LyrA family
1280.SAXN108_2586	rpiA	228	Catalyzes the reversible conversion of ribose-5-phosphate to ribulose 5-phosphate
1280.SAXN108_2587	AID41028.1	217	annotation not available
1280.SAXN108_2588	AID41029.1	37	annotation not available
1280.SAXN108_2589	AID41030.1	339	annotation not available
1280.SAXN108_2590	AID41031.1	108	annotation not available
1280.SAXN108_2591	AID41032.1	410	annotation not available
1280.SAXN108_2592	AID41033.1	277	annotation not available
1280.SAXN108_2593	AID41034.1	215	annotation not available
1280.SAXN108_2594	AID41035.1	202	Belongs to the DNA glycosylase MPG family. 
1280.SAXN108_2595	AID41036.1	402	Catalyzes the sodium-dependent transport of glutamate. 
1280.SAXN108_2596	fni	349	Involved in the biosynthesis of isoprenoids. Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP). 
1280.SAXN108_2597	corA	315	Mediates influx of magnesium ions. 
1280.SAXN108_2598	AID41039.1	163	annotation not available
1280.SAXN108_2599	AID41040.1	139	annotation not available
1280.SAXN108_2600	AID41041.1	285	annotation not available
1280.SAXN108_2601	AID41042.1	212	annotation not available
1280.SAXN108_2602	AID41043.1	643	Belongs to the major facilitator superfamily. 
1280.SAXN108_2603	AID41044.1	215	annotation not available
1280.SAXN108_2604	AID41045.1	183	annotation not available
1280.SAXN108_2605	SAXN108_2605	402	annotation not available
1280.SAXN108_2606	AID41047.1	54	annotation not available
1280.SAXN108_2607	tcaA	396	Plays a major role in decreasing resistance to glycopeptide antibiotics
1280.SAXN108_2608	AID41049.1	151	annotation not available
1280.SAXN108_2609	AID41050.1	322	annotation not available
1280.SAXN108_2610	AID41051.1	118	annotation not available
1280.SAXN108_2611	hrtA	210	Part of the ABC transporter complex hrt involved in hemin import. Responsible for energy coupling to the transport system (By similarity)
1280.SAXN108_2612	hrtB	351	Part of the ABC transporter complex hrt involved in hemin import. Responsible for the translocation of the substrate across the membrane (By similarity)
1280.SAXN108_2613	hssR	224	Member of the two-component regulatory system HssS/HssR involved in intracellular heme homeostasis and tempering of staphylococcal virulence. Phosphorylated HssR binds to a direct repeat sequence within hrtAB promoter and activates the expression of hrtAB, an efflux pump, in response to extracellular heme, hemin, hemoglobin or blood (By similarity)
1280.SAXN108_2614	hssS	457	Member of the two-component regulatory system HssS/HssR involved in intracellular heme homeostasis and tempering of staphylococcal virulence. HssS functions as a heme sensor histidine kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to an aspartate residue of HssR. HssR/HssS activates the expression of hrtAB, an efflux pump, in response to extracellular heme, hemin, hemoglobin or blood (By similarity). 
1280.SAXN108_2615	AID41056.1	147	annotation not available
1280.SAXN108_2616	AID41057.1	151	annotation not available
1280.SAXN108_2617	mqo	492	annotation not available
1280.SAXN108_2618	AID41059.1	183	annotation not available
1280.SAXN108_2619	AID41060.1	329	Transports L-lactate across the membrane. Can also transport D-lactate and glycolate
1280.SAXN108_2620	AID41061.1	69	annotation not available
1280.SAXN108_2621	AID41062.1	499	annotation not available
1280.SAXN108_2622	AID41063.1	209	annotation not available
1280.SAXN108_2623	AID41064.1	171	annotation not available
1280.SAXN108_2624	AID41065.1	334	annotation not available
1280.SAXN108_2625	AID41066.1	133	annotation not available
1280.SAXN108_2626	AID41067.1	344	annotation not available
1280.SAXN108_2627	AID41068.1	38	annotation not available
1280.SAXN108_2628	AID41069.1	143	annotation not available
1280.SAXN108_2629	AID41070.1	43	annotation not available
1280.SAXN108_2630	AID41071.1	376	annotation not available
1280.SAXN108_2631	AID41072.1	207	annotation not available
1280.SAXN108_2632	AID41073.1	314	annotation not available
1280.SAXN108_2633	SAXN108_2633	480	annotation not available
1280.SAXN108_2634	AID41075.1	127	annotation not available
1280.SAXN108_2635	AID41076.1	701	annotation not available
1280.SAXN108_2636	AID41077.1	140	annotation not available
1280.SAXN108_2637	AID41078.1	118	annotation not available
1280.SAXN108_2638	SAXN108_2638	425	Belongs to the dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family
1280.SAXN108_2639	AID41080.1	121	annotation not available
1280.SAXN108_2640	sarZ	148	Activates transcription of virulence factors alpha- and beta hemolysin genes (hla and hlb). Also, activates RNAIII expression, a central regulator transcribed from the agr locus. 
1280.SAXN108_2641	AID41082.1	145	Belongs to the small heat shock protein (HSP20) family. 
1280.SAXN108_2642	narT	389	Probably required for nitrate uptake under anoxic conditions. Also possibly involved in excretion of nitrite produced by the dissimilatory reduction of nitrate (By similarity)
1280.SAXN108_2643	AID41084.1	212	annotation not available
1280.SAXN108_2644	AID41085.1	68	annotation not available
1280.SAXN108_2645	AID41086.1	246	annotation not available
1280.SAXN108_2646	nreC	200	Member of the two-component regulatory system NreB/NreC involved in the control of dissimilatory nitrate/nitrite reduction in response to oxygen. Phosphorylated NreC binds to a GC-rich palindromic sequence at the promoters of the nitrate (narGHJI) and nitrite (nir) reductase operons, as well as the putative nitrate transporter gene narT, and activates their expression (By similarity)
1280.SAXN108_2647	nreB	344	Member of the two-component regulatory system NreB/NreC involved in the control of dissimilatory nitrate/nitrite reduction in response to oxygen. NreB functions as a direct oxygen sensor histidine kinase which is autophosphorylated, in the absence of oxygen, probably at the conserved histidine residue, and transfers its phosphate group probably to a conserved aspartate residue of NreC. NreB/NreC activates the expression of the nitrate (narGHJI) and nitrite (nir) reductase operons, as well as the putative nitrate transporter gene narT (By similarity)
1280.SAXN108_2648	AID41089.1	94	annotation not available
1280.SAXN108_2649	SAXN108_2649	225	annotation not available
1280.SAXN108_2650	AID41091.1	191	annotation not available
1280.SAXN108_2651	SAXN108_2651	481	annotation not available
1280.SAXN108_2652	SAXN108_2652	1229	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family
1280.SAXN108_2653	SAXN108_2653	325	Belongs to the precorrin methyltransferase family. 
1280.SAXN108_2654	AID41095.1	104	annotation not available
1280.SAXN108_2655	SAXN108_2655	801	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family
1280.SAXN108_2656	AID41097.1	243	annotation not available
1280.SAXN108_2657	AID41098.1	178	annotation not available
1280.SAXN108_2658	AID41099.1	274	annotation not available
1280.SAXN108_2659	AID41100.1	60	annotation not available
1280.SAXN108_2660	AID41101.1	155	annotation not available
1280.SAXN108_2661	AID41102.1	516	Belongs to the bacterial solute-binding protein 9 family. 
1280.SAXN108_2662	AID41103.1	63	annotation not available
1280.SAXN108_2663	AID41104.1	83	Antitoxin component of a type II toxin-antitoxin (TA) system. 
1280.SAXN108_2664	AID41105.1	199	annotation not available
1280.SAXN108_2665	AID41106.1	120	annotation not available
1280.SAXN108_2666	SAXN108_2666	416	annotation not available
1280.SAXN108_2667	AID41108.1	243	annotation not available
1280.SAXN108_2668	AID41109.1	239	annotation not available
1280.SAXN108_2669	AID41110.1	259	annotation not available
1280.SAXN108_2670	AID41111.1	479	Belongs to the major facilitator superfamily. 
1280.SAXN108_2671	gpmA	228	Catalyzes the interconversion of 2-phosphoglycerate and 3- phosphoglycerate
1280.SAXN108_2672	AID41113.1	288	Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family
1280.SAXN108_2673	sbi	436	Plays a role in the inhibition of both the innate and adaptive immune responses. Possesses two N-terminal domains that bind the Fc region of IgG and two domains that form a tripartite complex with complement factors C3b and CFH. By recruiting CFH and C3b, the secreted form acts as a potent complement inhibitor of the alternative pathway-mediated lysis
1280.SAXN108_2674	SAXN108_2674	321	annotation not available
1280.SAXN108_2675	AID41116.1	41	annotation not available
1280.SAXN108_2676	hlgC	315	Toxin that seems to act by forming pores in the membrane of the cell. Has a hemolytic and a leucotoxic activity (By similarity). 
1280.SAXN108_2677	hlgB	325	Toxin that seems to act by forming pores in the membrane of the cell. Has a hemolytic and a leucotoxic activity (By similarity). 
1280.SAXN108_2678	AID41119.1	155	annotation not available
1280.SAXN108_2679	bioW	230	Catalyzes the transformation of pimelate into pimeloyl-CoA with concomitant hydrolysis of ATP to AMP
1280.SAXN108_2680	AID41121.1	371	annotation not available
1280.SAXN108_2681	bioB	335	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical-based mechanism
1280.SAXN108_2682	bioA	452	Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor
1280.SAXN108_2683	bioD	228	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8- diaminopelargonic acid (DAPA) to form an ureido ring. 
1280.SAXN108_2684	AID41125.1	577	annotation not available
1280.SAXN108_2685	AID41126.1	587	annotation not available
1280.SAXN108_2686	AID41127.1	128	annotation not available
1280.SAXN108_2687	AID41128.1	380	Belongs to the glycerate kinase type-1 family. 
1280.SAXN108_2688	AID41129.1	219	annotation not available
1280.SAXN108_2689	AID41130.1	403	annotation not available
1280.SAXN108_2690	AID41131.1	157	annotation not available
1280.SAXN108_2691	AID41132.1	218	annotation not available
1280.SAXN108_2692	AID41133.1	268	annotation not available
1280.SAXN108_2693	AID41134.1	469	annotation not available
1280.SAXN108_2694	AID41135.1	692	annotation not available
1280.SAXN108_2695	AID41136.1	569	annotation not available
1280.SAXN108_2696	flp	498	Its precise function is unknown. Has no penicillin-binding activity and is not involved in methicillin resistance. 
1280.SAXN108_2697	AID41138.1	283	annotation not available
1280.SAXN108_2698	SAXN108_2698	311	Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid
1280.SAXN108_2699	AID41140.1	466	annotation not available
1280.SAXN108_2700	SAXN108_2700	231	annotation not available
1280.SAXN108_2701	SAXN108_2701	313	annotation not available
1280.SAXN108_2702	SAXN108_2702	211	annotation not available
1280.SAXN108_2703	SAXN108_2703	408	annotation not available
1280.SAXN108_2704	AID41145.1	204	annotation not available
1280.SAXN108_2705	AID41146.1	545	annotation not available
1280.SAXN108_2706	AID41147.1	450	Belongs to the type-B carboxylesterase/lipase family. 
1280.SAXN108_2707	AID41148.1	395	annotation not available
1280.SAXN108_2708	AID41149.1	258	annotation not available
1280.SAXN108_2709	AID41150.1	220	annotation not available
1280.SAXN108_2710	SAXN108_2710	358	annotation not available
1280.SAXN108_2711	AID41152.1	88	annotation not available
1280.SAXN108_2712	AID41153.1	85	Antitoxin component of a type II toxin-antitoxin (TA) system. 
1280.SAXN108_2713	AID41154.1	151	annotation not available
1280.SAXN108_2714	AID41155.1	525	Belongs to the glutamate synthase family. 
1280.SAXN108_2715	AID41156.1	249	annotation not available
1280.SAXN108_2716	AID41157.1	397	annotation not available
1280.SAXN108_2717	cntF	249	Part of the ABC transporter complex CntABCDF (Opp1) involved in the uptake of metal in complex with the metallophore staphylopine (StP). Involved in the import of divalent metals ions such as nickel, cobalt and zinc. Probably responsible for energy coupling to the transport system . Plays a major role in nickel/cobalt import in zinc-depleted conditions. Contributes to virulence. Required for full urease activity in vitro 
1280.SAXN108_2718	cntD	271	Part of the ABC transporter complex CntABCDF (Opp1) involved in the uptake of metal in complex with the metallophore staphylopine (StP). Involved in the import of divalent metals ions such as nickel, cobalt and zinc. Probably responsible for energy coupling to the transport system . Plays a major role in nickel/cobalt import in zinc-depleted conditions. Contributes to virulence. Required for full urease activity in vitro 
1280.SAXN108_2719	cntC	289	Part of the ABC transporter complex CntABCDF (Opp1) involved in the uptake of metal in complex with the metallophore staphylopine (StP). Involved in the import of divalent metals ions such as nickel, cobalt and zinc. Probably responsible for the translocation of the substrate across the membrane . Plays a major role in nickel/cobalt import in zinc-depleted conditions. Contributes to virulence. Required for full urease activity in vitro 
1280.SAXN108_2720	cntB	311	Part of the ABC transporter complex CntABCDF (Opp1) involved in the uptake of metal in complex with the metallophore staphylopine (StP). Involved in the import of divalent metals ions such as nickel, cobalt and zinc. Probably responsible for the translocation of the substrate across the membrane . Plays a major role in nickel/cobalt import in zinc-depleted conditions. Contributes to virulence. Required for full urease activity in vitro 
1280.SAXN108_2721	cntA	532	Part of the ABC transporter complex CntABCDF (Opp1) involved in the uptake of metal in complex with the metallophore staphylopine (StP). Involved in the import of divalent metals ions such as nickel, cobalt and zinc. Binds the metal via the metallophore StP, and transfers the StP-metal complex to the membrane-bound permease . Binds one molecule of StP/metal. Binds StP/Co(2+) and StP/Ni(2+) tighter than StP/Zn(2+) . Plays a major role in nickel/cobalt import in zinc- depleted conditions. Contributes to virulence. Required for full urease activity in vitro 
1280.SAXN108_2722	AID41163.1	433	annotation not available
1280.SAXN108_2723	AID41164.1	272	annotation not available
1280.SAXN108_2724	AID41165.1	273	annotation not available
1280.SAXN108_2725	AID41166.1	121	annotation not available
1280.SAXN108_2726	AID41167.1	239	annotation not available
1280.SAXN108_2727	AID41168.1	512	annotation not available
1280.SAXN108_2728	AID41169.1	140	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity. 
1280.SAXN108_2729	AID41170.1	117	annotation not available
1280.SAXN108_2730	AID41171.1	139	annotation not available
1280.SAXN108_2731	AID41172.1	231	Belongs to the short-chain dehydrogenases/reductases (SDR) family
1280.SAXN108_2732	AID41173.1	93	annotation not available
1280.SAXN108_2733	AID41174.1	63	annotation not available
1280.SAXN108_2734	AID41175.1	265	annotation not available
1280.SAXN108_2735	AID41176.1	233	annotation not available
1280.SAXN108_2736	AID41177.1	953	annotation not available
1280.SAXN108_2737	AID41178.1	99	annotation not available
1280.SAXN108_2738	AID41179.1	42	annotation not available
1280.SAXN108_2739	pgcA	545	Catalyzes the interconversion between glucose-6-phosphate and alpha-glucose-1-phosphate (Probable). This is the first step in the biosynthesis of diglucosyl-diacylglycerol (Glc2-DAG), i.e. the predominant glycolipid found in the S.aureus membrane, which is also used as a membrane anchor for lipoteichoic acid (LTA). 
1280.SAXN108_2740	AID41181.1	88	annotation not available
1280.SAXN108_2741	AID41182.1	102	annotation not available
1280.SAXN108_2742	AID41183.1	397	annotation not available
1280.SAXN108_2743	SAXN108_2743	632	annotation not available
1280.SAXN108_2744	sasG	125	Promotes adhesion of bacterial cells to human squamous nasal epithelial cells, a phenomenon which is likely to be important in nasal colonization. Forms short, extremely dense and thin fibrils all over the bacterial surface. Does not bind to either buccal cells or non- differentiated keratinocytes. Promotes cellular aggregation leading to biofilm formation
1280.SAXN108_2745	sarT	118	Transcriptional regulator acting as an intermediary between major regulators sarA and agr and virulence genes. Represses alpha- hemolysin (hla) gene expression. Down-regulates agr RNAIII expression by repressing sarU, a positive activator of agr expression. Up- regulates sarS, which induces the expression of the cell wall- associated protein A (spa)
1280.SAXN108_2746	sarU	247	Positive regulator of RNAII and RNAIII in a cell density- dependent manner. It can contribute to the expression of virulence genes controlled by agr. May also regulate target genes via an agr- independent pathway
1280.SAXN108_2747	gtaB	288	Catalyzes the formation of UDP-glucose from glucose-1- phosphate and UTP (Probable). This is an intermediate step in the biosynthesis of diglucosyl-diacylglycerol (Glc2-DAG), i.e. the predominant glycolipid found in the S.aureus membrane, which is also used as a membrane anchor for lipoteichoic acid (LTA). 
1280.SAXN108_2748	AID41189.1	917	annotation not available
1280.SAXN108_2749	AID41190.1	40	annotation not available
1280.SAXN108_2750	fnbA	995	Possesses multiple, substituting fibronectin (Fn) binding regions, each capable of conferring adherence to both soluble and immobilized forms of Fn. This confers to S.aureus the ability to invade endothelial cells both in vivo and in vitro, without requiring additional factors, although in a slow and inefficient way through actin rearrangements in host cells. This invasion process is mediated by integrin alpha-5/beta-1. Promotes bacterial attachment to both soluble and immobilized forms of fibrinogen (Fg) by means of a unique binding site localized within the 17 C-terminal residues of  [...] 
1280.SAXN108_2751	AID41192.1	70	annotation not available
1280.SAXN108_2752	SAXN108_2752	452	annotation not available
1280.SAXN108_2753	SAXN108_2753	517	Belongs to the FGGY kinase family. 
1280.SAXN108_2754	SAXN108_2754	226	annotation not available
1280.SAXN108_2755	AID41196.1	254	annotation not available
1280.SAXN108_2756	AID41197.1	230	annotation not available
1280.SAXN108_2757	AID41198.1	138	annotation not available
1280.SAXN108_2758	AID41199.1	607	annotation not available
1280.SAXN108_2759	AID41200.1	425	annotation not available
1280.SAXN108_2760	AID41201.1	203	annotation not available
1280.SAXN108_2761	AID41202.1	387	annotation not available
1280.SAXN108_2762	AID41203.1	154	annotation not available
1280.SAXN108_2763	AID41204.1	231	annotation not available
1280.SAXN108_2764	AID41205.1	256	annotation not available
1280.SAXN108_2765	fbp	654	annotation not available
1280.SAXN108_2766	AID41207.1	359	annotation not available
1280.SAXN108_2767	AID41208.1	197	annotation not available
1280.SAXN108_2768	AID41209.1	322	annotation not available
1280.SAXN108_2769	AID41210.1	144	annotation not available
1280.SAXN108_2770	AID41211.1	94	annotation not available
1280.SAXN108_2771	AID41212.1	268	annotation not available
1280.SAXN108_2772	AID41213.1	223	annotation not available
1280.SAXN108_2773	SAXN108_2773	330	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1280.SAXN108_2774	AID41215.1	266	annotation not available
1280.SAXN108_2775	AID41216.1	211	annotation not available
1280.SAXN108_2776	AID41217.1	193	annotation not available
1280.SAXN108_2777	srtA	206	Transpeptidase that anchors surface proteins to the cell wall (PubMed:10427003, PubMed:10446208, PubMed:10535938, PubMed:11714722, PubMed:14769030, PubMed:15247224). Recognizes and modifies its substrate by proteolytic cleavage of a C-terminal sorting signal. Following cleavage, a covalent intermediate is formed via a thioester bond between the sortase and its substrate, which is then transferred and covalently attached to the cell wall (PubMed:10446208, PubMed:10535938, PubMed:11714722, PubMed:14769030, PubMed:15247224). This sortase recognizes a Leu-Pro-x-Thr-Gly (LPXTG) motif, which [...] 
1280.SAXN108_2778	AID41219.1	163	annotation not available
1280.SAXN108_2779	AID41220.1	299	Belongs to the iron-sulfur dependent L-serine dehydratase family
1280.SAXN108_2780	AID41221.1	226	Belongs to the iron-sulfur dependent L-serine dehydratase family
1280.SAXN108_2781	AID41222.1	347	annotation not available
1280.SAXN108_2782	AID41223.1	67	annotation not available
1280.SAXN108_2783	AID41224.1	308	annotation not available
1280.SAXN108_2784	AID41225.1	322	annotation not available
1280.SAXN108_2785	AID41226.1	114	annotation not available
1280.SAXN108_2786	AID41227.1	136	annotation not available
1280.SAXN108_2787	glcB	688	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in alpha- and beta-glucoside transport (By similarity)
1280.SAXN108_2788	AID41229.1	579	Belongs to the TPP enzyme family. 
1280.SAXN108_2789	cidB	229	Increases the activity of extracellular murein hydrolases possibly by mediating their export via hole formation. Inhibited by the antiholin-like proteins LrgAB. In an unstressed cell, the LrgAB products probably inhibit the function of the CidAB proteins. When a cell is stressed by the addition of antibiotics or by other factors in the environment, the CidAB proteins possibly oligomerize within the bacterial cell membrane, creating lesions that disrupt the proton motive force, which in turn results in loss of cell viability. These lesions are also hypothesized to regulate the subsequen [...] 
1280.SAXN108_2790	cidA	131	Increases the activity of extracellular murein hydrolases possibly by mediating their export via hole formation. Inhibited by the antiholin-like proteins LrgAB. In an unstressed cell, the LrgAB products probably inhibit the function of the CidAB proteins. When a cell is stressed by the addition of antibiotics or by other factors in the environment, the CidAB proteins possibly oligomerize within the bacterial cell membrane, creating lesions that disrupt the proton motive force, which in turn results in loss of cell viability. These lesions are also hypothesized to regulate the subsequen [...] 
1280.SAXN108_2791	AID41232.1	292	Belongs to the LysR transcriptional regulatory family. 
1280.SAXN108_2792	AID41233.1	66	Belongs to the UPF0346 family. 
1280.SAXN108_2793	AID41234.1	143	annotation not available
1280.SAXN108_2794	AID41235.1	85	annotation not available
1280.SAXN108_2795	AID41236.1	425	Belongs to the HMG-CoA reductase family. 
1280.SAXN108_2796	SAXN108_2796	388	annotation not available
